,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Month,Day,Year,Age_since_renovated
23,4,2.25,2160,5600,1.0,0,5,7,1080,1080,1947,0,98119,47.6442,-122.372,1850,5150,6,19,2014,67
24,3,2.0,1720,2000,1.5,0,3,8,1060,660,1910,2000,98109,47.6384,-122.35,1590,4000,4,8,2015,15
25,3,1.75,1460,6360,1.0,2,3,7,1010,450,1979,0,98106,47.5311,-122.353,1400,4240,4,8,2015,36
26,3,1.5,1090,8400,1.0,0,4,7,1090,0,1966,0,98008,47.6219,-122.115,1320,8400,11,19,2014,48
27,4,2.75,2170,7140,1.0,0,3,8,1290,880,1977,0,98052,47.691,-122.113,2120,7820,9,23,2014,37
28,2,1.0,940,4800,1.0,0,4,6,940,0,1911,1955,98116,47.5756,-122.414,980,5900,5,30,2014,59
29,1,1.0,550,5700,1.0,0,2,6,550,0,1916,0,98117,47.6846,-122.366,1100,4560,11,19,2014,98
30,4,1.75,1930,9310,1.0,0,4,9,1930,0,1968,0,98008,47.6158,-122.108,2110,10290,3,17,2015,47
31,5,2.5,3220,4759,2.0,0,3,8,3220,0,2003,0,98075,47.5957,-122.032,2550,4759,11,11,2014,11
32,2,1.0,1210,5600,1.5,0,3,7,1210,0,1922,0,98136,47.5322,-122.392,1400,5028,5,4,2015,93
33,3,2.5,2530,8669,2.0,0,3,9,2530,0,1990,0,98023,47.3073,-122.395,2530,9469,10,30,2014,24
34,4,2.0,1980,10051,1.0,0,3,7,1980,0,1969,2003,98092,47.3231,-122.103,1520,10125,12,17,2014,11
35,3,2.25,1670,6240,1.0,0,4,8,1240,430,1974,0,98008,47.6413,-122.113,1910,7000,3,2,2015,41
36,3,2.0,1520,7131,1.0,0,3,8,1520,0,1993,0,98023,47.3061,-122.361,1890,7379,7,28,2014,21
37,3,2.75,3290,22649,2.0,0,4,8,3290,0,1993,0,98056,47.5241,-122.193,2750,6119,6,20,2014,21
38,2,1.0,980,3915,1.0,0,4,7,980,0,1919,0,98118,47.5589,-122.29,1425,1576,12,19,2014,95
39,4,3.25,3890,25470,2.0,3,5,10,3030,860,1923,0,98105,47.6608,-122.269,4140,19281,9,2,2014,91
40,3,3.25,2730,9588,2.0,1,3,10,1900,830,1984,0,98052,47.6339,-122.09,2730,12736,4,10,2015,31
41,3,2.0,1510,10215,1.0,0,4,7,1510,0,1995,0,98022,47.2078,-122.003,1370,8902,10,28,2014,19
42,3,1.75,1540,7490,1.0,0,5,7,1540,0,1971,0,98034,47.7222,-122.177,1270,7350,4,8,2015,44
43,2,1.0,1120,6180,1.0,0,4,7,1120,0,1939,0,98115,47.6824,-122.301,1420,5356,3,29,2015,76
44,3,2.0,2190,13673,1.0,0,4,9,2190,0,1994,0,98042,47.3542,-122.098,2770,13804,7,15,2014,20
45,4,2.25,2270,12000,1.0,0,4,7,1290,980,1976,0,98023,47.3287,-122.353,2030,23980,2,6,2015,39
46,4,2.75,3160,37200,2.0,3,3,8,2310,850,1939,0,98125,47.7214,-122.285,3130,20000,8,4,2014,75
47,2,1.0,1170,5043,1.0,0,3,6,880,290,1949,0,98108,47.5492,-122.302,1430,5692,4,7,2015,66
48,4,2.5,2960,5054,2.0,0,3,9,2960,0,2006,0,98038,47.3601,-122.035,2960,5000,6,16,2014,8
49,4,1.75,2600,18042,1.0,0,4,8,2020,580,1969,0,98092,47.2969,-122.189,2200,9408,1,19,2015,46
50,5,3.25,3230,3825,2.0,0,3,9,2480,750,2014,0,98117,47.6785,-122.392,1480,5100,6,10,2014,0
51,3,2.0,1820,6324,1.0,0,5,7,910,910,1945,0,98115,47.6823,-122.27,1850,6440,3,31,2015,70
52,4,2.5,3400,4840,2.0,0,3,10,3190,210,2006,0,98059,47.5066,-122.146,3400,5710,10,15,2014,8
53,3,1.5,1810,5080,1.0,0,3,7,1030,780,1958,0,98115,47.6819,-122.287,1780,7620,1,29,2015,57
54,3,1.0,1510,10369,1.0,0,4,7,1010,500,1968,0,98059,47.4808,-122.099,1510,16057,11,3,2014,46
55,5,4.75,5305,8401,2.0,2,3,11,3745,1560,2005,0,98033,47.6864,-122.215,2960,7200,5,21,2014,9
56,4,2.25,2930,9840,1.0,0,4,8,1560,1370,1977,0,98023,47.3103,-122.382,2800,8374,2,19,2015,38
57,4,3.25,3580,43093,1.0,0,4,8,3580,0,1990,0,98024,47.5595,-121.901,2070,43093,4,13,2015,25
58,4,2.0,1890,5188,1.5,0,4,7,1670,220,1940,0,98105,47.6633,-122.287,1800,4848,8,19,2014,74
59,2,1.0,1040,4600,1.0,0,4,6,1040,0,1950,0,98118,47.5387,-122.277,1390,5897,8,1,2014,64
60,3,2.25,1630,2520,2.0,0,3,7,1630,0,2005,0,98029,47.5493,-121.998,1630,3131,6,11,2014,9
61,4,3.0,2460,9606,1.0,0,3,8,2460,0,2012,0,98168,47.4889,-122.317,1730,7500,3,26,2015,3
62,2,1.0,1010,9219,1.0,0,4,7,1010,0,1960,0,98033,47.6886,-122.202,1610,9219,7,9,2014,54
63,4,2.5,2810,7549,2.0,0,3,9,2810,0,1992,0,98072,47.7441,-122.173,2750,7642,9,19,2014,22
64,3,1.5,1740,4200,1.5,0,4,7,1640,100,1920,0,98117,47.6782,-122.361,1660,3750,7,7,2014,94
65,3,1.0,1200,8316,1.0,0,4,6,1200,0,1953,0,98002,47.3221,-122.215,1200,8316,8,15,2014,61
66,5,2.75,2500,19783,1.0,3,4,8,2500,0,1959,0,98005,47.5938,-122.174,1700,15375,8,7,2014,55
67,3,2.5,2620,78843,1.0,3,4,7,1310,1310,1964,0,98092,47.2584,-122.093,2330,130244,3,26,2015,51
68,4,4.5,3180,4606,2.0,3,4,9,1990,1190,1929,0,98199,47.6402,-122.405,2110,5323,8,13,2014,85
69,4,1.75,2270,27122,1.0,0,5,8,1300,970,1957,0,98155,47.7637,-122.281,2380,11822,9,26,2014,57
70,4,1.0,1860,8505,1.0,0,4,7,1860,0,1955,0,98055,47.4406,-122.194,1560,8505,10,1,2014,59
71,3,2.0,1770,2150,3.0,0,3,8,1770,0,1999,0,98122,47.6102,-122.314,2010,3200,12,11,2014,15
72,4,1.75,1950,12500,1.0,0,3,7,1330,620,1963,0,98168,47.4999,-122.327,1760,11520,7,31,2014,51
73,5,2.5,2803,8550,1.0,0,3,8,2803,0,1963,2011,98003,47.3032,-122.306,1810,8550,5,7,2015,4
74,3,2.5,1540,7120,1.0,0,3,7,770,770,1938,2013,98038,47.3729,-122.037,1000,6638,1,7,2015,2
75,4,3.0,3600,9200,1.0,4,4,9,2100,1500,1976,0,98008,47.5866,-122.116,2700,9775,5,22,2014,38
76,4,3.5,4230,20377,2.0,0,3,11,4230,0,1997,0,98004,47.5954,-122.206,3980,20489,6,23,2014,17
77,3,1.0,940,5650,1.0,0,3,6,940,0,1949,0,98118,47.5551,-122.292,1180,5276,4,16,2015,66
78,3,2.5,2100,5060,2.0,0,3,7,2100,0,2006,0,98108,47.563,-122.298,1520,2468,8,25,2014,8
79,4,2.5,2030,4499,2.0,0,3,8,2030,0,2003,0,98058,47.4511,-122.119,2030,4539,11,19,2014,11
80,3,1.75,1520,12246,1.0,0,4,6,1520,0,1971,0,98010,47.3434,-122.049,1460,12246,2,25,2015,44
81,4,2.75,2950,15540,1.0,0,4,8,2120,830,1974,0,98042,47.3845,-122.152,2840,17136,6,29,2014,40
82,5,1.0,1120,9022,1.5,0,4,7,1120,0,1962,0,98034,47.7296,-122.24,1310,7500,5,5,2014,52
83,4,2.0,2100,4857,2.0,0,3,8,2100,0,1965,1984,98155,47.7521,-122.279,1450,5965,6,26,2014,30
84,4,2.5,1700,6675,2.0,0,3,7,1700,0,1997,0,98038,47.3638,-122.053,1570,7540,9,5,2014,17
85,4,2.25,4070,23321,2.0,0,4,10,4070,0,1968,0,98040,47.5563,-122.219,2820,10871,8,21,2014,46
86,4,2.75,2110,6838,2.0,0,4,8,2110,0,1991,0,98031,47.3877,-122.171,2100,7280,7,25,2014,23
87,2,1.0,790,7153,1.0,0,4,6,790,0,1944,0,98168,47.4869,-122.324,810,7128,9,16,2014,70
88,4,1.75,2350,18800,1.0,2,3,8,2350,0,1959,0,98005,47.5904,-122.177,3050,14640,11,12,2014,55
89,5,2.0,2500,7804,1.5,0,3,7,1570,930,1921,0,98146,47.5031,-122.348,1170,7676,4,21,2015,94
90,2,1.75,1140,936,2.0,0,3,8,940,200,2014,0,98105,47.6647,-122.284,1160,1327,7,21,2014,0
91,3,2.0,2010,4000,1.0,0,5,7,1210,800,1915,0,98103,47.6638,-122.329,1770,4000,8,20,2014,99
92,3,1.75,1210,6175,1.0,0,3,7,1210,0,1976,0,98034,47.7291,-122.202,1520,7475,11,21,2014,38
93,3,2.25,2210,7916,2.0,0,3,8,2210,0,1978,0,98133,47.7175,-122.339,1450,7955,12,29,2014,36
94,4,1.0,1730,36356,1.5,0,4,6,1730,0,1954,0,98031,47.4135,-122.199,1380,14060,9,25,2014,60
95,3,1.75,1630,1526,3.0,0,3,8,1630,0,2014,0,98103,47.6536,-122.354,1570,1274,7,3,2014,0
96,5,4.25,4110,42755,2.0,2,3,10,2970,1140,2000,0,98023,47.3375,-122.337,2730,12750,9,24,2014,14
97,3,2.25,1640,7261,2.0,0,3,7,1640,0,1989,0,98034,47.7192,-122.176,1640,6789,10,9,2014,25
98,3,2.5,2050,4976,2.0,0,3,8,2050,0,1994,0,98029,47.5689,-121.995,2050,5153,2,23,2015,21
99,3,1.0,1020,12289,1.0,0,4,7,1020,0,1967,0,98058,47.4235,-122.155,1300,9894,10,30,2014,47
100,4,2.5,2160,6223,2.0,0,3,8,2160,0,2010,0,98038,47.3494,-122.042,2160,5555,5,12,2014,4
101,4,3.5,3760,5000,2.0,0,3,9,2860,900,2014,0,98117,47.6826,-122.394,1340,5000,5,30,2014,0
102,6,2.0,2610,9132,1.0,0,4,8,1320,1290,1965,0,98007,47.622,-122.14,2170,8000,5,1,2015,50
103,4,1.5,1460,8760,1.0,0,3,7,1460,0,1958,0,98166,47.4698,-122.36,1610,9375,7,18,2014,56
104,3,2.5,2180,5496,2.0,0,3,8,2180,0,1994,0,98029,47.5723,-122.007,2120,5496,4,15,2015,21
105,3,2.5,2620,14096,2.0,0,4,9,2620,0,1989,0,98042,47.3513,-122.1,3010,14096,9,26,2014,25
106,3,2.5,1320,1780,2.0,0,3,7,880,440,2005,0,98118,47.528,-122.269,3040,6000,10,22,2014,9
107,5,2.75,2380,7500,1.0,0,3,7,1300,1080,1984,0,98178,47.5009,-122.235,2400,6000,3,25,2015,31
108,3,2.5,3000,5000,1.5,0,4,7,2110,890,1918,0,98144,47.5781,-122.293,1970,5000,9,4,2014,96
109,3,1.75,1930,9000,1.0,1,4,7,1150,780,1951,0,98166,47.4539,-122.348,1590,9000,2,11,2015,64
110,3,2.5,2320,7609,2.0,0,3,8,2320,0,2003,0,98027,47.5391,-122.069,2590,4000,7,4,2014,11
111,3,2.5,2090,12027,2.0,0,3,8,2090,0,1991,0,98031,47.4084,-122.213,2090,12666,12,15,2014,23
112,3,2.0,1320,6500,1.0,0,3,7,1320,0,1947,0,98125,47.7119,-122.319,1110,6592,10,14,2014,67
113,3,2.0,1480,6600,1.0,2,3,7,740,740,1943,0,98146,47.5081,-122.385,1250,7300,5,13,2014,71
114,5,1.75,2460,6846,1.5,0,5,7,1340,1120,1911,0,98108,47.5445,-122.321,1410,4800,6,12,2014,103
115,4,2.75,1890,1475,2.0,0,3,9,1200,690,2015,0,98199,47.6472,-122.383,1650,1682,4,21,2015,0
116,3,2.0,1540,1827,2.0,0,3,8,1540,0,2005,0,98029,47.5479,-121.999,1560,2058,12,29,2014,9
117,3,1.0,1460,8400,1.0,0,4,6,1460,0,1962,0,98023,47.3086,-122.365,1060,8563,4,24,2015,53
118,4,1.75,2680,6120,1.0,0,5,8,1340,1340,1959,0,98117,47.6965,-122.393,2320,6840,10,30,2014,55
119,4,2.5,2990,5400,2.0,0,3,8,2990,0,2005,0,98074,47.6122,-122.009,2890,6538,4,22,2015,10
120,5,2.5,2990,7292,2.0,0,4,8,2990,0,1990,0,98042,47.3604,-122.091,2150,8190,8,29,2014,24
121,4,1.5,2480,6000,1.0,0,3,8,1520,960,1955,0,98136,47.5233,-122.386,1810,6000,3,27,2015,60
122,4,2.5,2150,27540,2.0,0,3,8,2150,0,1997,0,98053,47.637,-121.969,2150,27540,6,26,2014,17
123,2,1.0,1470,5400,1.5,0,3,8,1470,0,1912,0,98119,47.6391,-122.36,1760,3573,4,23,2015,103
124,4,4.25,5010,19412,2.0,1,3,11,4000,1010,2014,0,98040,47.5455,-122.211,3820,17064,7,3,2014,0
125,3,2.5,2540,5612,2.0,0,3,9,2540,0,1999,0,98059,47.4965,-122.157,2380,6303,6,20,2014,15
126,3,2.5,1330,816,3.0,0,3,8,1330,0,2004,0,98117,47.6836,-122.387,1330,1113,7,16,2014,10
127,2,1.0,860,5040,1.0,0,3,7,860,0,1956,0,98117,47.6977,-122.365,1570,5040,7,3,2014,58
128,2,1.75,1010,4000,1.5,0,5,7,1010,0,1919,0,98105,47.6665,-122.287,1470,4000,10,14,2014,95
129,4,1.5,1300,7200,1.0,0,4,7,1300,0,1970,0,98031,47.4179,-122.181,1420,7200,5,6,2015,45
130,4,3.0,3540,11098,2.0,0,3,10,3000,540,1940,0,98112,47.634,-122.288,3430,8214,12,3,2014,74
131,2,1.5,1160,1086,2.0,0,3,7,890,270,2006,0,98155,47.768,-122.315,1160,1086,11,10,2014,8
132,4,2.5,1960,7875,1.0,0,3,7,1220,740,1978,0,98001,47.3427,-122.274,2030,7650,9,16,2014,36
133,5,1.75,2510,6000,1.5,0,5,8,2010,500,1920,0,98144,47.5798,-122.292,2240,5000,8,19,2014,94
134,4,2.25,2550,7650,2.0,2,4,9,2550,0,1996,0,98106,47.5296,-122.342,2550,7650,1,16,2015,19
135,4,2.5,2130,35752,1.0,0,3,8,1490,640,1980,0,98075,47.5748,-122.031,3030,34000,7,8,2014,34
136,4,2.5,2650,18295,2.0,0,3,8,2650,0,1986,0,98005,47.6075,-122.154,2230,19856,6,24,2014,28
137,2,1.0,1150,7552,1.0,0,3,7,1150,0,1951,0,98125,47.7215,-122.323,1150,7346,1,7,2015,64
138,3,1.75,1470,8925,1.0,0,4,7,1470,0,1957,0,98022,47.2026,-122.0,1430,9282,9,24,2014,57
139,3,2.75,2216,31215,1.0,0,3,9,2216,0,1968,2005,98092,47.3164,-122.199,2216,30048,1,13,2015,10
140,3,1.75,1760,7482,1.0,0,4,8,1760,0,1966,0,98023,47.3129,-122.369,2000,7500,6,23,2014,48
141,3,2.25,1680,8450,1.0,0,3,8,1340,340,1960,0,98177,47.7575,-122.361,1850,8300,11,20,2014,54
142,4,2.25,1930,7452,1.0,0,3,7,1430,500,1984,0,98031,47.4098,-122.189,1714,7200,5,9,2014,30
143,2,1.0,1210,6000,1.0,0,4,7,1000,210,1942,0,98199,47.6482,-122.402,1840,6000,9,11,2014,72
144,3,1.75,1650,7145,2.0,0,5,8,1300,350,1977,0,98155,47.7733,-122.324,1760,7206,1,22,2015,38
145,5,2.0,1820,5054,1.0,0,4,7,910,910,1970,0,98108,47.5547,-122.299,1180,5628,3,23,2015,45
146,3,2.5,1950,3600,2.0,0,3,7,1950,0,2010,0,98038,47.3658,-122.021,1870,4184,6,2,2014,4
147,3,3.25,5480,57990,2.0,4,3,11,5480,0,1991,0,98166,47.4558,-122.371,2500,22954,4,7,2015,24
148,2,1.0,970,10423,1.0,0,3,7,970,0,1947,0,98133,47.7252,-122.331,1200,7857,10,30,2014,67
149,4,2.5,2440,5088,2.0,0,3,7,2440,0,2007,0,98065,47.5406,-121.889,2440,5762,9,10,2014,7
150,2,1.5,2070,5432,2.0,0,3,7,1370,700,1951,0,98108,47.5571,-122.299,2070,5505,4,8,2015,64
151,4,1.75,1550,7350,1.5,0,4,8,1550,0,1958,0,98040,47.5795,-122.235,1860,7350,9,4,2014,56
152,4,2.5,3950,10856,3.0,0,3,10,3950,0,2013,0,98075,47.5818,-121.996,3200,10856,5,15,2014,1
153,2,1.0,740,4275,1.0,0,5,6,740,0,1924,0,98115,47.688,-122.308,1900,4275,10,7,2014,90
154,3,1.75,1370,6700,1.0,0,3,8,1370,0,1940,2012,98117,47.6982,-122.362,1180,6694,11,13,2014,2
155,3,2.5,1660,1344,3.0,0,3,8,1660,0,2008,0,98102,47.644,-122.327,1750,2040,12,22,2014,6
156,4,2.5,2550,10623,2.0,0,3,9,2550,0,1992,0,98029,47.5695,-121.992,2750,8100,2,27,2015,23
157,3,2.5,2550,45254,2.0,0,3,9,2550,0,2001,0,98053,47.6498,-121.964,2190,49222,6,10,2014,13
158,3,2.5,2520,53143,1.5,0,3,7,2520,0,1988,0,98019,47.743,-121.925,2020,56628,6,5,2014,26
159,5,2.75,2830,5310,2.0,0,3,9,2830,0,2006,0,98052,47.7074,-122.101,3150,6581,5,16,2014,8
160,3,1.75,2080,6554,1.0,0,3,7,1040,1040,1950,0,98118,47.5135,-122.257,1230,5650,1,22,2015,65
161,3,2.0,1350,11805,1.0,0,3,7,1350,0,1986,0,98019,47.7313,-121.971,1350,14200,6,9,2014,28
162,2,1.0,700,4800,1.0,0,3,7,700,0,1922,0,98122,47.6147,-122.3,1440,4800,1,6,2015,93
163,3,2.5,1580,4698,2.0,0,3,7,1580,0,1998,0,98038,47.3539,-122.025,2070,4698,5,1,2015,17
164,5,2.25,2960,7680,1.0,2,5,8,1550,1410,1958,0,98199,47.6456,-122.389,2860,7680,10,30,2014,56
165,3,2.25,1700,1481,3.0,0,3,8,1700,0,2002,0,98103,47.6598,-122.349,1560,1350,9,22,2014,12
166,3,1.0,1300,9620,1.0,0,3,7,1300,0,1971,0,98003,47.282,-122.331,1420,9620,2,6,2015,44
167,5,1.75,2230,7560,1.0,0,3,7,1230,1000,1959,0,98178,47.5055,-122.26,1380,6570,3,24,2015,56
168,3,2.5,1670,5298,2.0,0,3,8,1670,0,2002,0,98042,47.3925,-122.165,1920,5298,4,6,2015,13
169,3,2.75,2280,4280,1.0,0,5,7,1280,1000,1917,0,98103,47.6685,-122.335,1650,4280,5,28,2014,97
170,3,1.75,1420,6289,1.0,0,3,7,1100,320,1967,0,98155,47.7398,-122.314,1460,7402,10,29,2014,47
171,2,2.25,1320,1034,3.0,0,3,7,1320,0,1996,0,98133,47.7039,-122.344,1330,1206,10,2,2014,18
172,4,2.75,2110,8190,1.5,0,5,8,2110,0,1966,0,98008,47.6269,-122.1,2420,8400,11,26,2014,48
173,2,1.75,1500,4158,1.0,0,4,7,1220,280,1947,0,98103,47.7006,-122.35,1270,4081,1,27,2015,68
174,4,1.75,2260,7200,1.5,0,5,7,1360,900,1924,0,98056,47.5122,-122.186,1410,7465,1,26,2015,91
175,4,2.25,1680,3179,2.0,0,3,8,1680,0,2002,0,98092,47.3258,-122.186,1678,3590,7,2,2014,12
176,3,1.5,1250,8700,1.0,0,4,7,1250,0,1959,0,98168,47.4744,-122.328,1300,8700,12,4,2014,55
177,2,1.0,960,8100,1.0,0,3,6,810,150,1936,0,98168,47.494,-122.304,960,12150,9,29,2014,78
178,4,2.75,2250,7412,1.0,0,4,8,1480,770,1975,0,98058,47.4449,-122.129,2070,7632,6,17,2014,39
179,3,1.75,1570,7500,1.0,1,3,7,1300,270,1953,0,98146,47.4999,-122.368,1590,7660,7,30,2014,61
180,4,2.25,2220,15232,1.0,0,3,9,1690,530,1978,0,98072,47.7449,-122.103,2110,15280,2,5,2015,37
181,3,1.0,1460,6198,1.5,0,4,7,1460,0,1916,0,98107,47.6626,-122.361,2280,5160,5,6,2015,99
182,3,1.0,1010,8863,1.0,0,4,6,1010,0,1990,0,98022,47.1955,-121.999,1090,8410,12,12,2014,24
183,5,3.25,2500,7620,1.0,3,3,7,1250,1250,1962,0,98106,47.5298,-122.344,2020,7620,5,4,2015,53
184,3,1.0,1160,7912,1.0,0,4,7,1160,0,1956,0,98125,47.7336,-122.306,1190,7482,1,8,2015,59
185,3,1.75,1670,5375,1.0,0,3,7,1270,400,1952,0,98199,47.6416,-122.397,1460,6125,7,16,2014,62
186,3,2.25,1490,1294,2.0,0,3,7,1220,270,2010,0,98106,47.5569,-122.363,1490,1283,6,18,2014,4
187,4,2.75,2180,5799,2.0,0,4,8,2180,0,1993,0,98029,47.5702,-121.995,2060,6061,10,7,2014,21
188,4,1.75,1580,6396,1.0,0,4,6,790,790,1945,0,98126,47.5378,-122.369,1180,6396,9,25,2014,69
189,2,1.0,1120,5329,1.0,1,3,6,750,370,1929,0,98126,47.5421,-122.378,1530,5330,11,5,2014,85
190,2,2.0,1390,1302,2.0,0,3,7,1390,0,1986,0,98003,47.3089,-122.33,1390,1302,5,28,2014,28
191,4,4.0,5545,871200,2.0,0,3,11,3605,1940,2003,0,98014,47.676,-121.882,3420,871200,1,7,2015,12
192,4,3.25,4330,26162,2.0,0,3,11,4330,0,1997,0,98074,47.6009,-122.011,5110,26319,9,3,2014,17
193,4,2.5,2400,3986,2.0,0,3,8,2400,0,1999,0,98065,47.5344,-121.877,2070,3986,4,21,2015,16
194,3,2.5,2770,39529,2.0,0,3,9,2770,0,1987,0,98053,47.6495,-122.042,3010,35435,4,2,2015,28
195,3,3.5,2450,9248,2.0,4,3,8,1960,490,1933,1993,98136,47.5476,-122.397,2620,10207,10,8,2014,21
196,3,2.5,2560,9182,2.0,0,3,9,2560,0,1993,0,98027,47.5361,-122.051,2800,8784,4,14,2015,22
197,4,2.5,3320,38043,2.0,0,3,9,3320,0,1997,0,98053,47.6504,-122.004,3170,42621,12,10,2014,17
198,3,1.5,1090,9605,1.0,0,4,6,1090,0,1969,0,98038,47.3609,-122.028,1160,10487,11,14,2014,45
199,4,2.5,2990,7231,2.0,0,3,9,2990,0,2001,0,98075,47.5623,-122.032,3160,8339,7,18,2014,13
200,3,2.0,1150,6249,1.0,0,3,7,1150,0,1952,2006,98155,47.7489,-122.284,2470,7751,9,23,2014,8
201,4,4.25,4890,15188,2.0,2,3,11,3090,1800,1999,0,98040,47.5602,-122.227,3470,16201,3,25,2015,16
202,2,1.0,830,5100,1.0,0,3,6,830,0,1941,0,98103,47.6932,-122.346,1050,5100,4,29,2015,74
203,4,2.5,3490,18521,2.0,0,4,9,3490,0,1990,0,98077,47.7406,-122.07,2850,18521,9,18,2014,24
204,4,2.5,2970,9072,2.0,0,3,10,2970,0,1991,0,98006,47.562,-122.114,2740,8729,4,9,2015,24
205,2,2.5,1770,4950,1.0,0,3,7,1770,0,2003,0,98038,47.3497,-122.025,1770,4500,10,8,2014,11
206,3,2.5,2170,5000,2.0,0,3,9,2170,0,2003,0,98029,47.5458,-121.996,2170,5000,5,16,2014,11
207,4,3.25,3610,4000,2.0,0,3,9,2640,970,2007,0,98199,47.658,-122.396,1980,4000,11,12,2014,7
208,3,1.75,1920,4000,1.0,0,3,7,1070,850,1950,0,98102,47.6392,-122.318,2280,4000,9,15,2014,64
209,4,2.5,2150,7670,1.0,0,5,7,1240,910,1976,0,98031,47.3942,-122.189,1610,7350,10,22,2014,38
210,3,2.5,2140,8925,2.0,0,3,8,2140,0,1991,0,98074,47.6314,-122.027,2310,8956,6,9,2014,23
211,5,1.5,2540,6660,2.0,3,4,8,2340,200,1954,0,98136,47.5144,-122.393,2460,9000,6,13,2014,60
212,2,1.0,1260,3960,1.0,0,3,6,690,570,1925,0,98117,47.6899,-122.391,1250,3960,6,20,2014,89
213,3,2.0,2350,5700,1.5,0,4,8,1810,540,1939,0,98112,47.639,-122.31,2170,6000,5,5,2014,75
214,7,2.75,2310,2400,1.5,0,3,6,2310,0,1915,0,98117,47.6775,-122.39,1340,3825,7,11,2014,99
215,3,2.5,2190,7904,2.0,0,3,8,2190,0,1995,0,98092,47.2617,-122.21,2190,7669,2,13,2015,20
216,3,2.5,2210,70567,2.0,3,3,9,2210,0,1995,0,98014,47.6087,-121.895,2000,73616,8,19,2014,19
217,3,1.75,1230,13056,1.0,0,4,7,1230,0,1962,0,98001,47.3171,-122.279,1690,15750,5,21,2014,52
218,3,1.5,1280,7742,1.0,0,3,7,1280,0,1973,0,98001,47.3323,-122.276,1566,7696,10,23,2014,41
219,4,2.5,1810,4871,2.0,0,3,8,1810,0,1999,0,98031,47.4088,-122.192,1850,5003,11,17,2014,15
220,3,1.0,1380,6250,1.0,0,4,7,1380,0,1918,0,98136,47.5514,-122.385,2270,6250,4,1,2015,97
221,3,2.5,2420,49928,2.0,0,3,8,1860,560,1985,0,98027,47.463,-122.008,2620,37301,5,21,2014,29
